patRIL,Treat,Dm01792789_g1,Dm01793858_g1,Dm01798339_g1,Dm01798691_g1,Dm01798946_g1,Dm01798992_g1,Dm01799655_g1,Dm01801937_g1,Dm01802841_g1,Dm01803993_g1,Dm01807222_m1,Dm01810402_g1,Dm01813055_g1,Dm01813266_g1,Dm01815101_g1,Dm01816738_g1,Dm01818330_g1,Dm01822194_m1,Dm01822280_g1,Dm01822534_g1,Dm01823183_g1,Dm01825257_g1,Dm01825738_m1,Dm01829117_g1,Dm01829677_g1,Dm01829746_g1,Dm01829971_g1,Dm01837277_g1,Dm01842621_g1,Dm01842882_m1,Dm01842928_g1,Dm01843300_g1,Dm01843706_m1,Dm01844965_g1,Dm01845207_g1,Dm01846623_g1,Dm02135088_g1,Dm02136225_g1,Dm02138179_g1,Dm02140028_g1,Dm02140207_g1,Dm02141794_g1,Dm02142684_g1,Dm02144162_s1,Dm02144278_g1,Dm02144969_g1,Dm02147969_g1,Dm02149560_g1,Dm02149812_m1,Dm02154337_g1,Dm02371846_s1,Dm02773276_u1
22446,C,1.161882937,-0.439392226,1.906358003,0.659719326,-0.602006499,0.387868693,0.047312518,0.992908151,-0.992908151,0.719718858,0.546233181,0.848379932,0.142364055,0.439392226,-1.073562376,-1.260338797,-0.047312518,-1.505967676,0.602006499,-0.142364055,1.260338797,-0.659719326,-0.287688876,0.238722518,0.337355327,0.094731242,-2.348130201,-1.672937388,-0.19032227,-0.387868693,1.073562376,-1.906358003,-0.782429395,0.492110105,0.287688876,0,-0.546233181,-0.238722518,-0.918245093,-0.337355327,-0.848379932,-1.372810323,-1.161882937,1.672937388,0.918245093,2.348130201,-0.094731242,1.372810323,-0.719718858,0.782429395,1.505967676,-0.492110105
22277,DR,1.672937388,1.073562376,-0.719718858,-2.348130201,0.782429395,-0.142364055,-0.047312518,-0.546233181,-0.287688876,-0.848379932,0.337355327,-0.094731242,0.238722518,0.719718858,0.287688876,0.094731242,1.372810323,0.19032227,-1.372810323,-0.918245093,-1.672937388,1.906358003,0.918245093,-0.238722518,-0.19032227,-0.337355327,-0.659719326,-0.387868693,0.439392226,0,-0.439392226,1.505967676,-0.782429395,0.142364055,0.546233181,0.659719326,-1.161882937,0.992908151,2.348130201,0.602006499,1.260338797,0.492110105,-1.505967676,-1.906358003,-0.602006499,-1.073562376,0.047312518,-0.992908151,-0.492110105,0.848379932,-1.260338797,1.161882937
22420,C,0.287688876,-0.19032227,0.602006499,-0.094731242,0.546233181,-2.348130201,1.906358003,-0.287688876,0.719718858,-0.719718858,0,0.238722518,1.260338797,-1.672937388,-0.992908151,-0.337355327,-1.505967676,1.161882937,0.142364055,2.348130201,-1.161882937,0.047312518,0.439392226,-0.142364055,-0.659719326,0.337355327,-1.372810323,0.659719326,0.848379932,-1.260338797,1.672937388,0.918245093,-0.439392226,-0.918245093,0.782429395,-1.906358003,-0.238722518,1.505967676,0.387868693,0.19032227,0.094731242,-0.047312518,-0.387868693,0.992908151,-0.492110105,1.073562376,-1.073562376,-0.546233181,-0.848379932,-0.782429395,0.492110105,-0.602006499
22258,C,-0.659719326,-0.492110105,1.260338797,-1.073562376,-0.387868693,0.992908151,1.672937388,1.906358003,-0.094731242,0.337355327,0.602006499,0.719718858,-1.161882937,-0.047312518,-0.142364055,0.19032227,0.659719326,0,0.918245093,-0.19032227,0.492110105,-0.992908151,-1.260338797,-0.337355327,2.348130201,1.161882937,-1.906358003,0.287688876,-0.602006499,0.238722518,0.142364055,-0.439392226,0.094731242,-0.918245093,-1.505967676,-2.348130201,0.782429395,0.387868693,-0.546233181,0.439392226,0.848379932,-0.782429395,0.546233181,-1.672937388,-0.238722518,1.372810323,-0.719718858,-0.848379932,1.505967676,-1.372810323,-0.287688876,0.047312518
22469,C,1.906358003,-2.348130201,-0.782429395,-0.047312518,0,0.992908151,-1.906358003,-0.659719326,0.492110105,0.287688876,0.238722518,-0.918245093,-0.602006499,-0.439392226,0.602006499,0.337355327,1.260338797,0.782429395,-0.992908151,-0.719718858,-0.287688876,-1.372810323,-0.848379932,1.161882937,2.348130201,-1.505967676,1.672937388,-1.161882937,-0.19032227,0.439392226,-0.238722518,-1.073562376,0.387868693,0.546233181,-0.387868693,-1.260338797,0.659719326,0.848379932,-0.094731242,-0.492110105,1.372810323,-0.546233181,1.073562376,0.719718858,0.142364055,0.094731242,-0.337355327,0.047312518,0.918245093,-0.142364055,1.505967676,0.19032227
22431,HS,1.161882937,0.659719326,2.348130201,-0.238722518,-0.492110105,0.602006499,0.387868693,1.672937388,0.337355327,-0.439392226,-0.918245093,1.260338797,0.19032227,0.142364055,1.372810323,-0.19032227,-0.047312518,-0.602006499,0.094731242,1.906358003,-1.073562376,-0.387868693,1.505967676,0.546233181,-0.848379932,0.492110105,-0.142364055,0.287688876,-1.505967676,-0.659719326,-0.337355327,-0.546233181,1.073562376,-1.672937388,-0.782429395,0.782429395,-1.372810323,-1.161882937,0.848379932,-1.906358003,-0.094731242,0,-0.287688876,0.047312518,0.719718858,-0.719718858,-1.260338797,-2.348130201,0.918245093,-0.992908151,0.992908151,0.238722518
22281,DR,-0.439392226,0.387868693,0.918245093,0.19032227,-0.238722518,0.047312518,1.260338797,-0.19032227,-0.659719326,-0.848379932,-1.372810323,-0.992908151,0.337355327,-0.142364055,-1.505967676,-0.546233181,-0.094731242,-1.672937388,1.372810323,1.505967676,0.238722518,1.073562376,0,1.672937388,1.906358003,0.719718858,2.348130201,-1.073562376,0.287688876,1.161882937,0.782429395,0.546233181,0.094731242,-0.387868693,0.602006499,0.659719326,0.492110105,-0.337355327,0.439392226,-0.918245093,-0.782429395,-1.906358003,-0.492110105,0.992908151,-0.602006499,-1.161882937,-1.260338797,-2.348130201,-0.287688876,-0.719718858,0.142364055,-0.047312518
22429,C,-0.19032227,-0.287688876,1.372810323,0.918245093,0.439392226,-0.659719326,-0.238722518,1.672937388,0.287688876,-0.387868693,0.492110105,0.238722518,0.602006499,-0.992908151,-1.073562376,-1.505967676,-1.372810323,-1.672937388,0.992908151,1.260338797,0.094731242,0.782429395,-0.142364055,-0.492110105,2.348130201,-0.337355327,0.848379932,-0.782429395,1.073562376,-0.719718858,1.161882937,0.546233181,0.19032227,-1.260338797,-0.848379932,0.047312518,-0.546233181,0.337355327,-0.439392226,-2.348130201,-1.161882937,0,0.387868693,1.906358003,-0.047312518,1.505967676,-1.906358003,-0.918245093,-0.602006499,0.659719326,0.719718858,-0.094731242
22293,C,-0.337355327,0.719718858,1.372810323,1.505967676,0.287688876,1.073562376,0.848379932,2.348130201,-0.782429395,-0.238722518,-2.348130201,1.672937388,-0.094731242,0.142364055,-1.073562376,-1.161882937,0.19032227,-1.906358003,0,0.094731242,-0.439392226,1.906358003,-0.918245093,0.918245093,-0.047312518,0.238722518,0.782429395,-0.492110105,-0.992908151,0.992908151,-0.19032227,-0.142364055,0.047312518,-0.719718858,-0.602006499,0.546233181,-0.848379932,1.161882937,0.492110105,-1.672937388,-0.287688876,0.439392226,-1.260338797,1.260338797,-0.546233181,-0.387868693,-1.505967676,-1.372810323,-0.659719326,0.659719326,0.387868693,0.337355327
22420,DR,-0.19032227,0.387868693,-1.505967676,-0.602006499,1.161882937,0.719718858,0.287688876,-1.672937388,0.992908151,-0.492110105,-0.142364055,-1.260338797,0.439392226,0.546233181,-0.387868693,0.659719326,1.073562376,-0.238722518,-0.287688876,-2.348130201,0.047312518,2.348130201,1.906358003,0.918245093,-0.094731242,-0.047312518,0.602006499,0.782429395,-0.848379932,-0.439392226,0.848379932,-0.546233181,1.372810323,0.492110105,-0.659719326,0,-1.161882937,-1.906358003,0.094731242,-0.918245093,-0.337355327,-0.992908151,0.19032227,1.672937388,-0.719718858,-1.073562376,-1.372810323,-0.782429395,0.337355327,0.142364055,1.505967676,0.238722518
22094,HS,0.142364055,1.672937388,-1.372810323,-0.782429395,-0.602006499,0.19032227,-0.918245093,-0.719718858,-0.492110105,-0.848379932,-0.047312518,1.161882937,-0.387868693,-0.287688876,0.782429395,-1.161882937,0,-2.348130201,0.387868693,2.348130201,0.659719326,1.260338797,0.992908151,0.337355327,-1.260338797,-0.992908151,0.439392226,-0.142364055,0.719718858,0.848379932,-0.659719326,-1.672937388,0.047312518,-0.19032227,-1.505967676,0.492110105,0.238722518,0.546233181,1.073562376,0.287688876,1.906358003,-0.094731242,-0.439392226,-0.337355327,-0.238722518,0.602006499,-1.073562376,-1.906358003,-0.546233181,1.372810323,0.918245093,0.094731242
22416,C,2.348130201,-2.348130201,-1.906358003,0.094731242,-0.287688876,0.047312518,0.782429395,1.672937388,-1.073562376,0.546233181,-0.918245093,-0.492110105,0.387868693,-0.337355327,-1.260338797,-0.782429395,-0.387868693,-1.161882937,0.142364055,1.505967676,-0.602006499,0.337355327,1.906358003,0.992908151,-0.719718858,0.848379932,-0.19032227,-0.094731242,1.260338797,0.602006499,1.073562376,1.161882937,0.492110105,0.659719326,0,0.918245093,-0.546233181,-0.992908151,0.439392226,-1.505967676,0.19032227,-1.672937388,-0.848379932,0.238722518,0.719718858,-0.659719326,0.287688876,-1.372810323,-0.047312518,-0.142364055,1.372810323,-0.238722518
22295,C,-1.505967676,-1.161882937,1.906358003,1.505967676,0.719718858,-0.439392226,0.848379932,0.918245093,-1.906358003,0.602006499,-0.238722518,0.782429395,-2.348130201,-0.848379932,-1.372810323,-0.992908151,-0.546233181,-0.918245093,0.992908151,1.073562376,0.387868693,-0.602006499,1.372810323,0.659719326,1.260338797,-0.142364055,1.161882937,-1.073562376,0.439392226,-0.387868693,2.348130201,0.142364055,0.047312518,0.492110105,0.238722518,0,-0.287688876,0.094731242,-0.719718858,-1.672937388,-0.337355327,-1.260338797,-0.782429395,1.672937388,0.337355327,0.287688876,-0.047312518,-0.659719326,-0.492110105,-0.094731242,0.546233181,0.19032227
22433,HS,-0.918245093,0.238722518,-0.238722518,-1.260338797,-1.906358003,-0.287688876,-1.372810323,-0.992908151,-0.782429395,0.918245093,0.659719326,1.906358003,0.094731242,0.719718858,1.073562376,0.439392226,-0.439392226,-0.659719326,-0.492110105,0.782429395,-1.073562376,-0.142364055,-1.161882937,0.992908151,-1.672937388,0.047312518,0.337355327,0.19032227,-0.047312518,1.161882937,-2.348130201,0.546233181,-0.094731242,1.672937388,0.848379932,0.387868693,1.260338797,-0.387868693,0,0.602006499,-0.602006499,-0.719718858,-0.19032227,-0.546233181,0.492110105,-1.505967676,0.287688876,-0.848379932,0.142364055,2.348130201,-0.337355327,1.372810323
22251,DR,-1.073562376,0.142364055,0.047312518,-1.906358003,0.918245093,1.073562376,-0.546233181,1.906358003,-0.142364055,-1.260338797,0.659719326,-0.238722518,-0.659719326,0.848379932,-0.719718858,0.719718858,0.287688876,1.672937388,0,0.387868693,1.260338797,0.337355327,-0.337355327,-0.782429395,2.348130201,1.505967676,0.782429395,-0.439392226,-0.19032227,0.094731242,1.372810323,-0.492110105,-0.848379932,-0.992908151,0.238722518,-1.161882937,0.19032227,-0.602006499,-0.047312518,0.602006499,0.546233181,0.439392226,-0.094731242,-1.372810323,-0.387868693,0.992908151,-0.287688876,-1.505967676,1.161882937,0.492110105,-0.918245093,-1.672937388
22285,DR,0.387868693,0.238722518,2.348130201,-0.848379932,1.672937388,-0.992908151,-0.439392226,1.260338797,-1.161882937,-2.348130201,-0.287688876,-1.906358003,0.047312518,0.992908151,-0.918245093,-0.387868693,1.073562376,0.19032227,0.142364055,1.161882937,0,-0.492110105,0.492110105,-0.546233181,-0.142364055,0.918245093,1.505967676,-0.719718858,1.906358003,0.094731242,1.372810323,0.546233181,0.848379932,0.782429395,0.602006499,-0.602006499,-0.19032227,-0.659719326,-0.238722518,-1.505967676,-0.094731242,-0.782429395,-0.337355327,0.337355327,0.719718858,-1.372810323,0.287688876,-1.073562376,0.439392226,-1.672937388,-0.047312518,0.659719326
22385,HS,-0.142364055,0.238722518,0.848379932,0.918245093,0.602006499,-1.672937388,0.782429395,0.287688876,-0.992908151,-0.439392226,-0.546233181,1.372810323,0.546233181,-0.719718858,-0.659719326,0.142364055,-0.848379932,-0.337355327,1.260338797,0.439392226,-0.047312518,0.492110105,-0.19032227,-0.782429395,2.348130201,1.505967676,1.672937388,-0.238722518,0.719718858,0.337355327,1.906358003,1.073562376,0.094731242,-0.287688876,0.992908151,0.19032227,-0.602006499,0.659719326,0,-0.918245093,-0.492110105,-1.505967676,-1.372810323,1.161882937,-0.094731242,0.047312518,-1.260338797,-1.906358003,-1.161882937,-0.387868693,-2.348130201,-1.073562376
22389,HS,0.992908151,0.492110105,-1.073562376,-0.142364055,-0.387868693,0.918245093,-0.047312518,-1.906358003,-0.602006499,0.848379932,0.439392226,0.094731242,-0.719718858,1.073562376,1.372810323,0.047312518,1.161882937,-0.492110105,1.260338797,-0.19032227,0.337355327,0.387868693,-1.260338797,-0.848379932,0.238722518,1.505967676,-0.782429395,0.782429395,-0.659719326,-2.348130201,-0.546233181,2.348130201,-1.372810323,0.602006499,-0.094731242,0.142364055,-0.337355327,0.659719326,0.287688876,0.719718858,-1.672937388,1.906358003,-0.238722518,-0.287688876,0.546233181,-0.992908151,0.19032227,0,-0.439392226,-0.918245093,-1.505967676,1.672937388
22383,DR,0.387868693,1.505967676,2.348130201,-1.906358003,0.439392226,1.073562376,-0.848379932,-1.161882937,0.918245093,-0.337355327,0.287688876,-2.348130201,0.492110105,0.19032227,1.260338797,0.659719326,1.372810323,-0.142364055,-1.073562376,-0.19032227,-1.260338797,0.848379932,-0.918245093,-0.659719326,-0.782429395,0.142364055,-0.602006499,0.546233181,-0.287688876,-0.387868693,-0.492110105,1.906358003,-0.238722518,1.672937388,0.337355327,-0.992908151,0.238722518,-0.439392226,0.992908151,0.719718858,0.047312518,1.161882937,-0.047312518,-1.505967676,-0.094731242,-0.719718858,0.602006499,0,0.094731242,-1.372810323,-0.546233181,0.782429395
22397,HS,1.672937388,0.387868693,0.142364055,-0.659719326,0.719718858,2.348130201,-0.337355327,-0.992908151,0.848379932,-0.19032227,0.439392226,0.546233181,-0.492110105,0.492110105,-0.439392226,-0.238722518,-0.287688876,-2.348130201,-0.848379932,0,-0.782429395,0.602006499,-0.719718858,0.047312518,-1.906358003,1.260338797,0.238722518,-1.161882937,0.094731242,-0.142364055,0.287688876,-0.918245093,-1.260338797,1.372810323,-1.372810323,-1.672937388,-0.546233181,-0.094731242,1.906358003,0.19032227,0.337355327,0.918245093,0.782429395,-0.047312518,1.073562376,-1.505967676,-0.602006499,0.659719326,1.161882937,0.992908151,-1.073562376,1.505967676
22401,C,0.337355327,0.439392226,0.848379932,1.906358003,1.073562376,0.492110105,0.992908151,2.348130201,-0.992908151,-0.602006499,0.546233181,1.672937388,0.719718858,0.047312518,-1.161882937,0,0.19032227,-0.287688876,-0.492110105,1.505967676,-0.439392226,-0.659719326,-2.348130201,0.659719326,1.161882937,0.918245093,-0.19032227,-0.782429395,1.372810323,-0.546233181,0.602006499,0.094731242,-0.918245093,-0.337355327,-0.238722518,0.287688876,0.142364055,1.260338797,-0.719718858,-1.672937388,-1.906358003,0.387868693,-1.372810323,0.782429395,0.238722518,-1.260338797,-0.387868693,-1.073562376,-0.094731242,-1.505967676,-0.142364055,-0.047312518
22391,HS,-0.848379932,0.337355327,1.906358003,1.161882937,0.546233181,0.918245093,-0.492110105,0,0.142364055,-1.906358003,-1.073562376,1.672937388,-0.142364055,0.047312518,-1.672937388,-0.782429395,-2.348130201,-0.602006499,1.260338797,-0.387868693,-1.161882937,0.238722518,-0.546233181,0.492110105,-1.260338797,2.348130201,1.073562376,0.287688876,0.719718858,-1.372810323,0.782429395,0.439392226,-0.238722518,0.992908151,-0.992908151,0.602006499,-1.505967676,0.659719326,-0.659719326,-0.439392226,0.848379932,-0.719718858,0.094731242,1.372810323,0.387868693,-0.918245093,-0.337355327,-0.094731242,-0.287688876,0.19032227,-0.047312518,1.505967676
22392,DR,-0.142364055,1.161882937,-1.505967676,-1.906358003,-0.094731242,-0.19032227,1.906358003,-0.492110105,-1.372810323,0,-0.439392226,1.505967676,-2.348130201,0.782429395,0.047312518,0.287688876,-0.848379932,-0.287688876,-1.672937388,-1.260338797,-0.047312518,1.260338797,1.073562376,-0.387868693,-1.161882937,2.348130201,0.602006499,0.848379932,1.372810323,-0.337355327,0.659719326,-0.602006499,-0.918245093,0.337355327,0.546233181,0.19032227,-0.546233181,0.238722518,-0.238722518,-0.782429395,0.918245093,0.992908151,-0.659719326,-0.992908151,0.142364055,-0.719718858,0.094731242,0.719718858,0.387868693,1.672937388,0.492110105,0.439392226
22391,C,-2.348130201,-0.546233181,-1.906358003,1.672937388,0.782429395,-0.337355327,0.602006499,-1.073562376,-1.672937388,-0.782429395,-0.287688876,0.659719326,0.719718858,-0.918245093,-0.19032227,0.546233181,0.19032227,-0.719718858,0.387868693,-0.094731242,0.287688876,1.505967676,-0.848379932,0.047312518,0,0.238722518,-0.439392226,0.094731242,2.348130201,0.918245093,-0.659719326,1.906358003,-1.161882937,1.161882937,0.992908151,0.492110105,-0.492110105,1.372810323,-0.387868693,-0.238722518,0.439392226,-1.372810323,-0.602006499,1.260338797,0.848379932,-0.992908151,-1.505967676,-1.260338797,-0.142364055,0.337355327,1.073562376,-0.047312518
22391,DR,0.602006499,0.337355327,-0.848379932,-1.906358003,-0.439392226,0.094731242,-2.348130201,-0.918245093,0.047312518,-0.337355327,0.546233181,-1.672937388,0.918245093,0.19032227,1.161882937,0.287688876,2.348130201,-0.094731242,-1.260338797,0.659719326,0.992908151,0.782429395,1.906358003,0.492110105,-1.161882937,0,-1.073562376,1.073562376,0.238722518,1.505967676,-0.287688876,-1.505967676,-0.546233181,-0.142364055,1.260338797,0.848379932,-0.387868693,-0.659719326,-0.602006499,0.719718858,1.672937388,-0.782429395,-0.047312518,-0.992908151,-0.19032227,0.387868693,0.142364055,-0.238722518,-0.492110105,-0.719718858,0.439392226,1.372810323
22142,C,-1.260338797,-0.492110105,0.992908151,1.372810323,-0.719718858,0.047312518,1.260338797,-0.19032227,-0.782429395,-2.348130201,-0.142364055,-1.906358003,-0.387868693,0.142364055,-0.848379932,0.602006499,-0.047312518,0.238722518,1.161882937,1.505967676,0.918245093,0.492110105,0.19032227,0,2.348130201,0.719718858,-0.602006499,-1.161882937,-1.372810323,0.094731242,1.672937388,-0.918245093,-0.439392226,-1.672937388,0.546233181,-0.337355327,1.073562376,0.337355327,-0.659719326,0.387868693,0.659719326,-1.073562376,-0.094731242,1.906358003,0.439392226,0.782429395,-1.505967676,0.287688876,-0.287688876,-0.546233181,0.848379932,-0.992908151
22392,HS,0.546233181,-1.260338797,0.19032227,2.348130201,0.492110105,0.047312518,1.672937388,0.238722518,-0.142364055,0.992908151,0.387868693,-0.238722518,-2.348130201,-0.719718858,-1.372810323,-0.094731242,-1.505967676,-0.287688876,1.906358003,-0.992908151,0.602006499,-0.047312518,-0.602006499,-0.492110105,-1.906358003,1.161882937,0.337355327,1.505967676,-0.659719326,-0.337355327,0.918245093,-0.782429395,0.782429395,-0.19032227,-0.387868693,0.094731242,-0.918245093,0,-0.439392226,-1.073562376,0.848379932,-0.848379932,0.142364055,0.719718858,1.260338797,-1.161882937,0.439392226,0.659719326,1.073562376,-1.672937388,0.287688876,1.372810323
22385,DR,-0.094731242,1.161882937,1.372810323,0.918245093,-0.659719326,-1.372810323,0.546233181,1.260338797,-0.848379932,-0.238722518,-0.439392226,0.719718858,0.387868693,0.19032227,-0.918245093,-0.142364055,-0.992908151,-0.492110105,2.348130201,1.906358003,1.073562376,-0.287688876,0.782429395,0.337355327,0.848379932,1.672937388,0.659719326,-0.782429395,1.505967676,-1.672937388,0.992908151,-0.387868693,-1.073562376,-0.602006499,0.439392226,0.492110105,0.094731242,0.142364055,0.047312518,-1.906358003,-0.19032227,-0.337355327,-1.161882937,0.602006499,-0.047312518,0,-0.546233181,-1.260338797,-2.348130201,0.287688876,-1.505967676,-0.719718858
22397,C,0.387868693,-1.505967676,0,-0.337355327,-1.372810323,-0.659719326,1.073562376,1.372810323,-0.719718858,0.546233181,-1.161882937,2.348130201,0.719718858,-0.546233181,-0.492110105,0.287688876,0.238722518,0.047312518,0.094731242,1.672937388,0.848379932,-0.047312518,0.782429395,-0.142364055,0.602006499,1.906358003,-0.094731242,0.659719326,-0.782429395,0.439392226,0.142364055,-0.918245093,-0.287688876,0.918245093,1.505967676,-2.348130201,-1.906358003,1.260338797,-1.672937388,-0.439392226,-0.387868693,-1.073562376,-0.238722518,1.161882937,-0.848379932,-1.260338797,0.337355327,-0.602006499,-0.992908151,0.19032227,0.992908151,0.492110105
22384,C,0.19032227,0.848379932,0.918245093,0.287688876,1.372810323,0.659719326,1.260338797,0.439392226,0.094731242,-0.238722518,-1.260338797,1.161882937,0.492110105,-0.142364055,0.142364055,-0.19032227,0.047312518,-1.372810323,0.992908151,1.906358003,-1.161882937,-0.094731242,1.073562376,-1.672937388,2.348130201,1.672937388,0,-0.287688876,0.387868693,-0.439392226,1.505967676,0.782429395,-0.337355327,-0.719718858,0.238722518,-1.906358003,0.719718858,0.602006499,-0.492110105,-0.602006499,-0.047312518,-0.659719326,-1.073562376,0.546233181,0.337355327,-0.918245093,-2.348130201,-0.848379932,-1.505967676,-0.992908151,-0.387868693,-0.546233181
22395,HS,0.781566296,0.547058302,-0.533287725,-0.664331288,1.226295592,-0.189726771,-0.630862913,0.506928786,-0.848379932,-0.918245093,-1.03040304,-1.5833484,-0.198689431,1.447181691,1.48996019,0.265116374,0.472797816,-0.513124929,-0.826313739,-0.536781188,0.30100325,0.471555587,-0.896828276,0.167500697,0.24049817,-1.19772136,1.126699479,-0.479220688,1.672937388,0.263205697,-1.31657456,1.089291945,-1.182859237,0.401041691,0.509759441,0.247370259,0.800637582,1.439389,0.425020798,-0.031355269,0.365416311,-0.387007122,-1.47506835,0.239426433,-1.03040304,-2.78E-17,0.317085075,0.27030997,-1.226295592,0.920644042,-0.216043285,-0.166343163
22401,HS,-0.848379932,0.439392226,1.372810323,1.906358003,1.073562376,-0.492110105,0.238722518,1.161882937,-0.782429395,-0.387868693,-0.602006499,1.505967676,-0.142364055,-0.659719326,-0.918245093,-0.287688876,-1.906358003,-0.19032227,0.918245093,0.659719326,-0.337355327,0.287688876,-1.260338797,0.047312518,0.337355327,0.992908151,1.260338797,0.094731242,0.848379932,-0.094731242,0.782429395,1.672937388,-0.719718858,0.492110105,-0.238722518,0.602006499,-0.439392226,0.142364055,0.546233181,-1.505967676,-2.348130201,-1.372810323,-0.992908151,2.348130201,-1.161882937,0.719718858,-1.672937388,-0.047312518,-1.073562376,-0.546233181,0.387868693,0
22396,HS,1.161882937,1.505967676,-0.142364055,-0.492110105,0.782429395,1.372810323,-1.161882937,-0.19032227,-0.992908151,-1.260338797,-0.047312518,0.546233181,0.047312518,1.906358003,0.602006499,-0.238722518,0.918245093,0.439392226,-1.505967676,-0.848379932,0.19032227,0.387868693,-1.906358003,-0.439392226,0.094731242,-2.348130201,-0.546233181,0.337355327,-0.918245093,-0.602006499,-1.372810323,2.348130201,-1.672937388,0.287688876,1.260338797,0.238722518,0.719718858,0.848379932,1.672937388,1.073562376,0,0.659719326,-0.387868693,-0.337355327,-0.659719326,-0.782429395,-0.287688876,0.142364055,-1.073562376,-0.719718858,-0.094731242,0.492110105
22385,C,0.094731242,-0.546233181,1.260338797,0.719718858,0.848379932,0.19032227,1.073562376,0.546233181,-0.238722518,-0.19032227,-0.848379932,0.992908151,-0.439392226,-1.161882937,-0.719718858,0,-0.602006499,0.238722518,1.161882937,1.906358003,0.602006499,0.287688876,-1.672937388,-0.782429395,1.672937388,0.782429395,1.372810323,0.439392226,-0.337355327,0.492110105,1.505967676,0.387868693,-0.287688876,-1.906358003,-0.387868693,-0.047312518,-0.094731242,0.337355327,0.047312518,-1.260338797,-0.142364055,-1.073562376,-1.372810323,0.918245093,-0.992908151,2.348130201,-1.505967676,-0.492110105,-0.918245093,-0.659719326,-2.348130201,0.142364055
22383,HS,-1.906358003,0.492110105,-0.047312518,0.287688876,-0.918245093,-1.260338797,0.918245093,-0.602006499,0.238722518,-0.782429395,-1.505967676,-0.992908151,-0.142364055,-0.719718858,0.782429395,-0.492110105,2.348130201,-0.387868693,0.848379932,-1.672937388,1.906358003,0.439392226,-1.073562376,0.19032227,-0.546233181,0.659719326,1.505967676,-0.19032227,-1.372810323,-2.348130201,1.260338797,1.372810323,0.719718858,-0.238722518,0.337355327,0.602006499,-0.094731242,-0.439392226,0.992908151,-0.659719326,0.546233181,0.094731242,-0.848379932,0.047312518,-1.161882937,1.073562376,0,-0.287688876,-0.337355327,1.672937388,0.387868693,1.161882937
22397,DR,-0.848379932,-1.073562376,-0.19032227,-2.348130201,-0.602006499,-0.918245093,-0.992908151,-1.372810323,0.387868693,1.505967676,0,0.047312518,-0.047312518,-0.387868693,0.782429395,-0.659719326,-0.094731242,-0.439392226,-1.672937388,-1.505967676,1.260338797,1.372810323,1.161882937,0.238722518,0.439392226,1.906358003,-0.142364055,0.19032227,-1.161882937,0.848379932,2.348130201,0.492110105,-0.287688876,0.287688876,1.672937388,-0.719718858,0.659719326,0.337355327,0.719718858,-0.546233181,0.094731242,-0.337355327,0.546233181,-1.906358003,-0.492110105,0.602006499,0.992908151,0.918245093,-0.782429395,1.073562376,0.142364055,-0.238722518
22300,C,-0.287688876,-0.238722518,0.337355327,-0.546233181,0.19032227,0.918245093,0.238722518,1.073562376,-0.992908151,-1.505967676,0.992908151,1.906358003,-0.602006499,0.546233181,-1.372810323,0.439392226,-0.719718858,-0.094731242,0.142364055,1.260338797,0.659719326,-1.161882937,0.094731242,-0.659719326,2.348130201,1.505967676,0.719718858,-1.672937388,0.782429395,-0.492110105,1.372810323,0,-0.848379932,-0.918245093,-0.782429395,-1.260338797,0.602006499,1.161882937,-0.439392226,0.848379932,-0.142364055,-0.19032227,0.047312518,-0.337355327,0.387868693,0.492110105,-1.073562376,-0.387868693,1.672937388,0.287688876,-0.047312518,-1.906358003
22396,DR,1.372810323,0.719718858,0.918245093,-0.782429395,0.287688876,-0.19032227,-1.505967676,-0.918245093,0.047312518,0.387868693,0,0.439392226,0.337355327,-1.372810323,0.546233181,0.19032227,0.848379932,-0.387868693,0.659719326,-1.161882937,-0.094731242,1.505967676,1.260338797,-0.546233181,-0.337355327,0.142364055,-1.073562376,1.161882937,-0.602006499,0.492110105,-2.348130201,0.602006499,-0.492110105,1.073562376,1.672937388,0.238722518,-0.719718858,0.992908151,-0.287688876,-0.047312518,1.906358003,-1.906358003,-0.439392226,-0.992908151,-0.659719326,-1.672937388,-0.238722518,0.094731242,-1.260338797,0.782429395,-0.142364055,2.348130201
22401,DR,-1.372810323,0.439392226,-0.337355327,-0.546233181,-0.492110105,-0.719718858,0.19032227,2.348130201,1.906358003,1.260338797,0.492110105,0.659719326,0.992908151,-0.094731242,-0.918245093,-0.047312518,-1.161882937,0.387868693,1.161882937,-0.439392226,0.848379932,0.782429395,0.546233181,-0.19032227,-1.505967676,0.918245093,-1.906358003,0.287688876,1.505967676,-0.782429395,1.672937388,0,-0.387868693,-0.287688876,1.372810323,-0.659719326,0.094731242,0.238722518,-1.260338797,0.047312518,-1.073562376,-0.238722518,0.142364055,-0.992908151,-0.142364055,-0.848379932,0.337355327,1.073562376,-0.602006499,-2.348130201,0.719718858,0.602006499
