Landmark,X,Y
1,2056,2784
2,383.5,2271.5
3,147.5,1867.5
4,819.5,1063.5
5,3451.5,971.5
6,4319.5,971.5
7,2435.5,2223.5
8,2371.5,1855.5
9,3267.5,1519.5
10,3199.5,1399.5
11,3811.5,1259.5
12,4019.5,1563.5
