Landmark,X,Y
1,1632,2388
2,331.5,1319.5
3,311.5,895.5
4,1303.5,523.5
5,3415.5,1387.5
6,4139.5,1703.5
7,2219.5,2079.5
8,2287.5,1775.5
9,3083.5,1787.5
10,3103.5,1663.5
11,3603.5,1767.5
12,3699.5,2071.5
