Landmark,X,Y
1,1880,2596
2,459.5,2199.5
3,263.5,1835.5
4,899.5,1195.5
5,2999.5,1175.5
6,3659.5,1195.5
7,2179.5,2167.5
8,2115.5,1891.5
9,2839.5,1623.5
10,2815.5,1519.5
11,3255.5,1427.5
12,3415.5,1663.5
