Landmark,X,Y
1,1780,2336
2,663.5,1447.5
3,591.5,1031.5
4,1519.5,643.5
5,3355.5,1399.5
6,4239.5,1795.5
7,2267.5,2019.5
8,2279.5,1743.5
9,2991.5,1755.5
10,3003.5,1643.5
11,3475.5,1707.5
12,3603.5,2003.5
