Landmark,X,Y
1,2028,2520
2,367.5,2143.5
3,159.5,1763.5
4,783.5,967.5
5,3171.5,675.5
6,3959.5,615.5
7,2335.5,1979.5
8,2219.5,1631.5
9,3011.5,1235.5
10,2951.5,1111.5
11,3479.5,955.5
12,3727.5,1211.5
