Landmark,X,Y
1,1748,2636
2,451.5,1943.5
3,375.5,1587.5
4,1095.5,1075.5
5,3139.5,1451.5
6,3779.5,1619.5
7,2159.5,2259.5
8,2163.5,1979.5
9,2859.5,1875.5
10,2875.5,1743.5
11,3359.5,1755.5
12,3463.5,1991.5
