Landmark,X,Y
1,1920,2472
2,599.5,1555.5
3,523.5,1187.5
4,1395.5,635.5
5,3551.5,1267.5
6,4279.5,1491.5
7,2427.5,2099.5
8,2451.5,1763.5
9,3219.5,1695.5
10,3211.5,1575.5
11,3771.5,1607.5
12,3883.5,1927.5
