Landmark,X,Y
1,2376,2420
2,1039.5,1803.5
3,899.5,1447.5
4,1679.5,859.5
5,3607.5,1119.5
6,4287.5,1239.5
7,2815.5,1991.5
8,2775.5,1711.5
9,3395.5,1567.5
10,3387.5,1447.5
11,3839.5,1419.5
12,3967.5,1691.5
