Landmark,X,Y
1,1772,2412
2,479.5,1479.5
3,355.5,983.5
4,1291.5,495.5
5,3575.5,1183.5
6,4307.5,1407.5
7,2403.5,1999.5
8,2427.5,1647.5
9,3303.5,1631.5
10,3323.5,1511.5
11,3807.5,1547.5
12,3895.5,1863.5
