Landmark,X,Y
1,2136,2604
2,779.5,1943.5
3,615.5,1475.5
4,1335.5,887.5
5,3571.5,1115.5
6,4319.5,1191.5
7,2635.5,2107.5
8,2631.5,1779.5
9,3327.5,1583.5
10,3295.5,1471.5
11,3847.5,1383.5
12,3983.5,1691.5
