Landmark,X,Y
1,1872,2720
2,531.5,2207.5
3,403.5,1859.5
4,1099.5,1255.5
5,3115.5,1363.5
6,3791.5,1447.5
7,2247.5,2319.5
8,2203.5,2031.5
9,2931.5,1831.5
10,2903.5,1719.5
11,3351.5,1647.5
12,3515.5,1923.5
