Landmark,X,Y
1,2539.5,2507.5
2,1103.5,2071.5
3,923.5,1719.5
4,1583.5,1047.5
5,3655.5,1075.5
6,4315.5,1139.5
7,2895.5,2059.5
8,2827.5,1755.5
9,3471.5,1531.5
10,3439.5,1415.5
11,3899.5,1339.5
12,4075.5,1583.5
