Landmark,X,Y
1,2288,2772
2,739.5,2215.5
3,543.5,1767.5
4,1239.5,1039.5
5,3747.5,1043.5
6,4551.5,1067.5
7,2767.5,2215.5
8,2687.5,1879.5
9,3535.5,1591.5
10,3483.5,1447.5
11,4047.5,1351.5
12,4263.5,1655.5
