Landmark,X,Y
1,2012,2972
2,519.5,2291.5
3,403.5,1887.5
4,1139.5,1251.5
5,3539.5,1359.5
6,4307.5,1407.5
7,2531.5,2463.5
8,2543.5,2123.5
9,3311.5,1859.5
10,3275.5,1735.5
11,3827.5,1635.5
12,4007.5,1947.5
