Landmark,X,Y
1,1920,2444
2,571.5,1639.5
3,467.5,1239.5
4,1299.5,695.5
5,3499.5,1123.5
6,4275.5,1315.5
7,2403.5,2023.5
8,2391.5,1707.5
9,3235.5,1595.5
10,3219.5,1455.5
11,3799.5,1471.5
12,3899.5,1775.5
