Landmark,X,Y
1,1740,2704
2,623.5,1667.5
3,635.5,1267.5
4,1507.5,875.5
5,3551.5,1695.5
6,4227.5,2027.5
7,2271.5,2419.5
8,2351.5,2111.5
9,3199.5,2127.5
10,3203.5,1999.5
11,3723.5,2091.5
12,3759.5,2415.5
