Landmark,X,Y
1,2192,2676
2,539.5,2223.5
3,367.5,1863.5
4,1047.5,1087.5
5,3479.5,883.5
6,4247.5,855.5
7,2595.5,2107.5
8,2507.5,1759.5
9,3303.5,1427.5
10,3251.5,1303.5
11,3839.5,1155.5
12,4007.5,1427.5
