Landmark,X,Y
1,2144,2500
2,891.5,1739.5
3,807.5,1407.5
4,1587.5,911.5
5,3551.5,1347.5
6,4215.5,1539.5
7,2595.5,2131.5
8,2615.5,1843.5
9,3267.5,1763.5
10,3263.5,1651.5
11,3751.5,1671.5
12,3887.5,1959.5
