Landmark,X,Y
1,1936,2444
2,815.5,1575.5
3,783.5,1167.5
4,1611.5,803.5
5,3463.5,1507.5
6,4323.5,1887.5
7,2439.5,2111.5
8,2487.5,1851.5
9,3135.5,1851.5
10,3131.5,1731.5
11,3571.5,1787.5
12,3675.5,2075.5
