Landmark,X,Y
1,1980,2336
2,663.5,1503.5
3,591.5,1083.5
4,1491.5,503.5
5,3703.5,1159.5
6,4419.5,1395.5
7,2539.5,1963.5
8,2559.5,1619.5
9,3383.5,1591.5
10,3383.5,1459.5
11,3919.5,1515.5
12,4011.5,1851.5
