Landmark,X,Y
1,2140,2536
2,651.5,1779.5
3,503.5,1395.5
4,1215.5,751.5
5,3759.5,1071.5
6,4467.5,1211.5
7,2663.5,2055.5
8,2619.5,1691.5
9,3427.5,1539.5
10,3419.5,1399.5
11,3987.5,1391.5
12,4131.5,1711.5
