Landmark,X,Y
1,2440,2516
2,1111.5,2067.5
3,871.5,1715.5
4,1439.5,1063.5
5,3555.5,975.5
6,4327.5,1019.5
7,2839.5,1987.5
8,2771.5,1727.5
9,3447.5,1447.5
10,3403.5,1351.5
11,3875.5,1243.5
12,4071.5,1487.5
