Landmark,X,Y
1,1888,2392
2,731.5,1411.5
3,687.5,1031.5
4,1523.5,607.5
5,3607.5,1423.5
6,4215.5,1699.5
7,2415.5,2067.5
8,2475.5,1755.5
9,3239.5,1779.5
10,3239.5,1675.5
11,3711.5,1751.5
12,3807.5,2063.5
