Landmark,X,Y
1,2372,2468
2,1183.5,2051.5
3,1007.5,1747.5
4,1575.5,1151.5
5,3411.5,1111.5
6,3987.5,1095.5
7,2711.5,2023.5
8,2635.5,1771.5
9,3255.5,1527.5
10,3223.5,1423.5
11,3579.5,1327.5
12,3767.5,1563.5
