Landmark,X,Y
1,2548,2232
2,1139.5,1807.5
3,939.5,1459.5
4,1551.5,787.5
5,3703.5,779.5
6,4303.5,811.5
7,2895.5,1739.5
8,2811.5,1463.5
9,3507.5,1211.5
10,3463.5,1091.5
11,3883.5,1015.5
12,4107.5,1263.5
