Landmark,X,Y
1,2276,2480
2,1023.5,1739.5
3,927.5,1363.5
4,1667.5,831.5
5,3703.5,1291.5
6,4335.5,1487.5
7,2727.5,2099.5
8,2707.5,1783.5
9,3447.5,1699.5
10,3427.5,1599.5
11,3911.5,1595.5
12,4019.5,1883.5
