Landmark,X,Y
1,1860,2424
2,547.5,1719.5
3,411.5,1319.5
4,1107.5,719.5
5,3335.5,1055.5
6,4051.5,1195.5
7,2339.5,1987.5
8,2295.5,1667.5
9,3083.5,1511.5
10,3063.5,1391.5
11,3531.5,1351.5
12,3711.5,1655.5
