Landmark,X,Y
1,1704,2469
2,1058.5,1500.5
3,1106.5,1167.5
4,1904.5,1065.5
5,3111.5,2110.5
6,3549.5,2476.5
7,2172.5,2359.5
8,2241.5,2137.5
9,2814.5,2344.5
10,2832.5,2269.5
11,3183.5,2431.5
12,3174.5,2659.5
