Landmark,X,Y
1,2288,2480
2,755.5,1923.5
3,567.5,1511.5
4,1335.5,831.5
5,3639.5,907.5
6,4423.5,955.5
7,2755.5,1971.5
8,2703.5,1655.5
9,3463.5,1419.5
10,3423.5,1287.5
11,3967.5,1203.5
12,4119.5,1471.5
