Landmark,X,Y
1,1648,2352
2,275.5,1343.5
3,179.5,819.5
4,1107.5,331.5
5,3563.5,1091.5
6,4299.5,1331.5
7,2235.5,1927.5
8,2275.5,1563.5
9,3111.5,1503.5
10,3111.5,1375.5
11,3779.5,1431.5
12,3835.5,1779.5
