Landmark,X,Y
1,2296,2692
2,995.5,1935.5
3,871.5,1487.5
4,1663.5,939.5
5,3839.5,1343.5
6,4531.5,1471.5
7,2827.5,2227.5
8,2811.5,1903.5
9,3563.5,1779.5
10,3555.5,1659.5
11,4051.5,1655.5
12,4187.5,1939.5
