Landmark,X,Y
1,1996,2928
2,295.5,2459.5
3,35.5,2023.5
4,655.5,1207.5
5,3339.5,927.5
6,4163.5,891.5
7,2451.5,2271.5
8,2359.5,1879.5
9,3243.5,1479.5
10,3175.5,1363.5
11,3759.5,1199.5
12,3935.5,1499.5
