Landmark,X,Y
1,2032,2796
2,423.5,2319.5
3,235.5,1923.5
4,983.5,1115.5
5,3351.5,995.5
6,4123.5,1063.5
7,2435.5,2275.5
8,2363.5,1891.5
9,3135.5,1591.5
10,3091.5,1447.5
11,3667.5,1323.5
12,3863.5,1627.5
