Landmark,X,Y
1,1824,2436
2,411.5,1407.5
3,331.5,959.5
4,1247.5,431.5
5,3735.5,1159.5
6,4483.5,1395.5
7,2351.5,2039.5
8,2375.5,1659.5
9,3307.5,1607.5
10,3319.5,1475.5
11,3863.5,1507.5
12,4031.5,1867.5
