Landmark,X,Y
1,1828,2476
2,587.5,1479.5
3,519.5,1083.5
4,1423.5,603.5
5,3619.5,1295.5
6,4367.5,1619.5
7,2467.5,2083.5
8,2463.5,1763.5
9,3339.5,1751.5
10,3319.5,1611.5
11,3879.5,1691.5
12,3935.5,2011.5
