Landmark,X,Y
1,1844,2400
2,515.5,1379.5
3,447.5,935.5
4,1359.5,467.5
5,3655.5,1295.5
6,4307.5,1531.5
7,2303.5,2051.5
8,2375.5,1691.5
9,3243.5,1667.5
10,3235.5,1543.5
11,3759.5,1607.5
12,3883.5,1951.5
