Landmark,X,Y
1,2008,2192
2,1123.5,1327.5
3,1135.5,951.5
4,1975.5,679.5
5,3567.5,1439.5
6,4107.5,1699.5
7,2543.5,1971.5
8,2615.5,1699.5
9,3199.5,1735.5
10,3223.5,1639.5
11,3659.5,1743.5
12,3707.5,2019.5
