Landmark,X,Y
1,2000,2648
2,647.5,2403.5
3,403.5,2083.5
4,891.5,1335.5
5,2971.5,1007.5
6,3647.5,943.5
7,2323.5,2107.5
8,2195.5,1843.5
9,2867.5,1487.5
10,2823.5,1395.5
11,3275.5,1199.5
12,3463.5,1439.5
