Landmark,X,Y
1,2148,2736
2,891.5,1927.5
3,787.5,1535.5
4,1583.5,983.5
5,3743.5,1427.5
6,4483.5,1615.5
7,2623.5,2347.5
8,2623.5,2023.5
9,3467.5,1903.5
10,3455.5,1767.5
11,3967.5,1767.5
12,4095.5,2087.5
