Landmark,X,Y
1,1572,2624
2,515.5,1743.5
3,491.5,1367.5
4,1255.5,1043.5
5,3075.5,1703.5
6,3673.5,1955.5
7,2013.5,2354.5
8,2100.5,2054.5
9,2742.5,2054.5
10,2754.5,1943.5
11,3219.5,2030.5
12,3297.5,2297.5
