Landmark,X,Y
1,1840,2360
2,723.5,1291.5
3,715.5,831.5
4,1611.5,483.5
5,3635.5,1399.5
6,4343.5,1735.5
7,2407.5,2027.5
8,2443.5,1727.5
9,3351.5,1807.5
10,3363.5,1687.5
11,3871.5,1787.5
12,3907.5,2115.5
