Landmark,X,Y
1,1764,2664
2,379.5,1839.5
3,215.5,1375.5
4,1047.5,799.5
5,3403.5,1335.5
6,4151.5,1483.5
7,2291.5,2223.5
8,2347.5,1867.5
9,3175.5,1779.5
10,3175.5,1663.5
11,3635.5,1675.5
12,3755.5,1975.5
