Landmark,X,Y
1,1964,2580
2,603.5,1583.5
3,559.5,1163.5
4,1371.5,683.5
5,3795.5,1399.5
6,4523.5,1639.5
7,2535.5,2219.5
8,2567.5,1859.5
9,3423.5,1843.5
10,3419.5,1695.5
11,3975.5,1767.5
12,4091.5,2095.5
