Landmark,X,Y
1,2100,2704
2,699.5,2271.5
3,519.5,1927.5
4,1115.5,1267.5
5,3283.5,1231.5
6,3947.5,1283.5
7,2483.5,2255.5
8,2399.5,1955.5
9,3107.5,1711.5
10,3063.5,1591.5
11,3515.5,1507.5
12,3723.5,1739.5
