Landmark,X,Y
1,1344,2636
2,187.5,1587.5
3,131.5,1095.5
4,939.5,675.5
5,3455.5,1619.5
6,4175.5,1943.5
7,1943.5,2335.5
8,2083.5,1971.5
9,3043.5,2039.5
10,3079.5,1903.5
11,3635.5,2011.5
12,3671.5,2367.5
