Landmark,X,Y
1,2400,2624
2,891.5,2243.5
3,695.5,1891.5
4,1359.5,1171.5
5,3515.5,1039.5
6,4231.5,1007.5
7,2767.5,2111.5
8,2671.5,1827.5
9,3395.5,1523.5
10,3363.5,1411.5
11,3803.5,1295.5
12,4023.5,1515.5
