Landmark,X,Y
1,2040,3052
2,531.5,2483.5
3,355.5,2107.5
4,1091.5,1403.5
5,3451.5,1303.5
6,4223.5,1283.5
7,2503.5,2503.5
8,2407.5,2159.5
9,3271.5,1827.5
10,3215.5,1711.5
11,3783.5,1551.5
12,3971.5,1843.5
