Landmark,X,Y
1,1916,2472
2,467.5,1575.5
3,375.5,1099.5
4,1287.5,539.5
5,3679.5,1087.5
6,4483.5,1295.5
7,2479.5,2035.5
8,2475.5,1675.5
9,3359.5,1579.5
10,3351.5,1431.5
11,3951.5,1447.5
12,4043.5,1811.5
