Landmark,X,Y
1,2052,2400
2,595.5,1691.5
3,463.5,1287.5
4,1255.5,667.5
5,3643.5,983.5
6,4343.5,1087.5
7,2523.5,1951.5
8,2515.5,1603.5
9,3323.5,1439.5
10,3295.5,1315.5
11,3811.5,1271.5
12,3995.5,1583.5
