Landmark,X,Y
1,1560,2496
2,443.5,1531.5
3,399.5,1163.5
4,1227.5,791.5
5,3131.5,1591.5
6,3751.5,1879.5
7,2107.5,2211.5
8,2127.5,1927.5
9,2835.5,1971.5
10,2835.5,1867.5
11,3307.5,1939.5
12,3339.5,2223.5
