Landmark,X,Y
1,1816,2368
2,359.5,1579.5
3,195.5,1083.5
4,1063.5,491.5
5,3475.5,895.5
6,4223.5,1083.5
7,2351.5,1871.5
8,2343.5,1519.5
9,3263.5,1387.5
10,3255.5,1267.5
11,3727.5,1259.5
12,3867.5,1555.5
