Landmark,X,Y
1,1812,2780
2,207.5,1871.5
3,103.5,1403.5
4,983.5,759.5
5,3655.5,1167.5
6,4455.5,1315.5
7,2287.5,2279.5
8,2347.5,1863.5
9,3303.5,1679.5
10,3275.5,1527.5
11,3947.5,1503.5
12,4071.5,1855.5
