Landmark,X,Y
1,2052,2628
2,543.5,1943.5
3,375.5,1575.5
4,1131.5,875.5
5,3539.5,1071.5
6,4383.5,1227.5
7,2523.5,2171.5
8,2487.5,1815.5
9,3343.5,1619.5
10,3323.5,1475.5
11,3883.5,1423.5
12,4031.5,1739.5
