Landmark,X,Y
1,2104,2724
2,763.5,1991.5
3,655.5,1603.5
4,1391.5,1011.5
5,3599.5,1403.5
6,4323.5,1571.5
7,2555.5,2307.5
8,2531.5,1991.5
9,3367.5,1847.5
10,3359.5,1735.5
11,3827.5,1727.5
12,3987.5,2019.5
