Landmark,X,Y
1,2304,2691
2,932.5,2415.5
3,731.5,2088.5
4,1275.5,1434.5
5,3193.5,1172.5
6,3814.5,1082.5
7,2538.5,2246.5
8,2460.5,1943.5
9,3063.5,1622.5
10,3003.5,1520.5
11,3495.5,1367.5
12,3663.5,1573.5
