Landmark,X,Y
1,2216,2556
2,919.5,2059.5
3,783.5,1671.5
4,1487.5,1091.5
5,3335.5,1183.5
6,4055.5,1283.5
7,2591.5,2063.5
8,2567.5,1823.5
9,3239.5,1615.5
10,3215.5,1539.5
11,3655.5,1459.5
12,3795.5,1691.5
