Landmark,X,Y
1,1780,2324
2,543.5,1511.5
3,435.5,1103.5
4,1179.5,595.5
5,3335.5,1135.5
6,3995.5,1339.5
7,2295.5,1951.5
8,2291.5,1627.5
9,3063.5,1567.5
10,3059.5,1439.5
11,3527.5,1451.5
12,3627.5,1747.5
