Landmark,X,Y
1,1711,2242
2,1019.5,1190.5
3,971.5,761.5
4,1796.5,593.5
5,3487.5,1792.5
6,4003.5,2200.5
7,2250.5,2098.5
8,2352.5,1813.5
9,3105.5,2056.5
10,3129.5,1951.5
11,3570.5,2161.5
12,3558.5,2431.5
