Landmark,X,Y
1,1912,2240
2,803.5,1431.5
3,719.5,1007.5
4,1487.5,579.5
5,3463.5,1203.5
6,4063.5,1399.5
7,2439.5,1875.5
8,2483.5,1611.5
9,3159.5,1579.5
10,3163.5,1471.5
11,3687.5,1527.5
12,3715.5,1787.5
