Landmark,X,Y
1,1508,2612
2,215.5,1491.5
3,187.5,1063.5
4,1247.5,643.5
5,3391.5,1527.5
6,4083.5,1879.5
7,2039.5,2279.5
8,2111.5,1911.5
9,2987.5,1959.5
10,3007.5,1807.5
11,3587.5,1939.5
12,3607.5,2271.5
