Landmark,X,Y
1,2096,2256
2,1107.5,1515.5
3,1035.5,1143.5
4,1795.5,735.5
5,3483.5,1207.5
6,4067.5,1403.5
7,2575.5,1923.5
8,2591.5,1643.5
9,3223.5,1587.5
10,3191.5,1483.5
11,3619.5,1495.5
12,3747.5,1771.5
