Landmark,X,Y
1,2368,2308
2,1111.5,1711.5
3,987.5,1319.5
4,1759.5,783.5
5,3627.5,1103.5
6,4267.5,1219.5
7,2763.5,1919.5
8,2735.5,1651.5
9,3387.5,1515.5
10,3363.5,1395.5
11,3843.5,1383.5
12,3963.5,1623.5
