Landmark,X,Y
1,2208,2464
2,1295.5,1467.5
3,1303.5,1011.5
4,2099.5,759.5
5,3935.5,1755.5
6,4479.5,2087.5
7,2783.5,2211.5
8,2859.5,1963.5
9,3555.5,2067.5
10,3575.5,1951.5
11,4043.5,2107.5
12,4039.5,2395.5
